,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PRC_FULL_PAYMENT,MONTHLY_AVG_PURCHASE,MONTHLY_AVG_CASH_ADVANCE,LIMIT_USAGE,PAYMENT_MINPAYMENT,PURCHASE_TYPE_NONE,PURCHASE_TYPE_ONEOFF_INSTALLMENT,PURCHASE_TYPE_ONE_OFF
4117,0.18,80.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,6.67,0.0,0.0,5.19,0,0,1
4118,0.64,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,23.26,0.16,3.47,1,0,0
4119,1.0,541.39,1484.57,1.0,0.33,0.83,0.0,0,51.0,0.0,168.83,0.0,0.68,1.37,0,1,0
4120,0.78,2481.55,0.0,0.56,0.56,0.0,0.0,0,9.0,0.0,275.73,0.0,0.17,1.9,0,0,1
4121,0.18,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,80.21,0.09,0.52,1,0,0
4122,1.0,917.78,3244.88,1.0,0.42,1.0,0.0,0,60.0,0.83,346.89,0.0,0.08,21.51,0,1,0
4123,1.0,0.0,32.1,0.08,0.0,0.08,0.08,1,1.0,0.0,2.68,152.5,0.73,2.02,0,0,0
4124,1.0,1902.47,0.0,0.92,0.92,0.0,0.0,0,11.0,0.75,158.54,0.0,0.03,12.86,0,0,1
4125,1.0,0.0,0.0,0.0,0.0,0.0,0.25,5,0.0,0.08,0.0,343.96,0.22,3.46,1,0,0
4126,0.82,1542.67,2018.64,0.75,0.33,0.58,0.0,0,39.0,0.5,296.78,0.0,0.06,22.33,0,1,0
4127,1.0,0.0,555.84,0.92,0.0,0.92,0.0,0,11.0,0.0,46.32,0.0,0.27,0.9,0,0,0
4128,0.36,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,3.28,0.0,3.0,1,0,0
4129,0.73,411.3,0.0,0.25,0.25,0.0,0.33,9,4.0,0.2,34.28,360.59,0.14,51.08,0,0,1
4130,0.64,0.0,463.36,0.33,0.0,0.33,0.0,0,4.0,0.0,38.61,0.0,0.0,10.37,0,0,0
4131,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,98.58,0.44,6.84,1,0,0
4132,1.0,0.0,490.0,0.5,0.0,0.42,0.5,20,6.0,0.0,40.83,122.58,0.42,1.42,0,0,0
4133,1.0,4484.77,1503.52,1.0,1.0,1.0,0.0,0,68.0,0.0,499.02,0.0,0.43,2.8,0,1,0
4134,0.33,64.98,69.89,0.33,0.17,0.17,0.0,0,3.0,0.0,22.48,0.0,0.01,0.51,0,1,0
4135,1.0,3109.98,1232.7,1.0,0.83,0.83,0.25,6,33.0,0.08,361.89,32.15,0.16,12.77,0,1,0
4136,0.91,108.32,420.33,0.67,0.08,0.42,0.0,0,12.0,0.57,44.05,0.0,0.03,4.68,0,1,0
4137,1.0,422.68,0.0,0.33,0.33,0.0,0.83,25,4.0,0.08,35.22,283.86,0.49,4.71,0,0,1
4138,1.0,147.84,1853.51,1.0,0.08,1.0,0.17,2,116.51000000000022,0.0,166.78,38.88,0.98,0.66,0,1,0
4139,1.0,1122.3,0.0,0.42,0.42,0.0,0.42,9,9.0,0.0,93.52,118.83,0.3,10.14,0,0,1
4140,1.0,3657.3,1630.98,1.0,0.58,1.0,0.0,0,76.0,0.0,440.69,0.0,0.84,1.0,0,1,0
4141,1.0,240.44,342.76,1.0,0.25,0.92,0.0,0,25.0,0.0,48.6,0.0,0.25,1.11,0,1,0
4142,1.0,2170.6,0.0,0.67,0.67,0.0,0.0,0,20.0,0.08,180.88,0.0,0.35,10.8,0,0,1
4143,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,14.91,0.92,0.53,1,0,0
4144,1.0,0.0,0.0,0.0,0.0,0.0,0.7,12,0.0,0.0,0.0,360.45,0.27,6.86,1,0,0
4145,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,64.95,0.89,0.86,1,0,0
4146,1.0,493.88,952.6,0.67,0.25,0.67,0.0,0,27.0,0.0,120.54,0.0,0.16,8.05,0,1,0
4147,1.0,0.0,85.12,0.67,0.0,0.58,0.0,0,8.0,0.45,7.09,0.0,0.0,1.28,0,0,0
4148,1.0,205.0,0.0,0.09,0.09,0.0,0.55,7,1.0,0.0,18.64,413.46,0.33,0.81,0,0,1
4149,1.0,202.8,61.55,0.33,0.08,0.17,0.0,0,6.0,0.0,22.03,0.0,0.44,0.61,0,1,0
4150,0.73,555.73,1090.75,0.83,0.33,0.83,0.17,5,28.0,0.0,137.21,244.56,0.68,3.25,0,1,0
4151,1.0,655.74,124.64,0.5,0.42,0.08,0.08,1,12.0,0.11,65.03,12.03,0.32,8.45,0,1,0
4152,1.0,567.0,460.28,0.58,0.08,0.42,0.0,0,13.0,0.0,85.61,0.0,0.35,10.41,0,1,0
4153,1.0,0.0,632.84,1.0,0.0,1.0,0.0,0,21.0,1.0,52.74,0.0,0.03,3.71,0,0,0
4154,1.0,257.0,0.0,0.08,0.08,0.0,0.0,0,3.0,0.08,21.42,0.0,0.01,6.66,0,0,1
4155,1.0,578.06,1639.81,1.0,0.25,0.92,0.25,10,59.0,0.0,184.82,204.37,0.54,1.27,0,1,0
4156,1.0,0.0,810.6,0.92,0.0,0.83,0.0,0,20.0,0.0,67.55,0.0,0.07,3.49,0,0,0
4157,0.55,589.1,37.88,0.42,0.42,0.08,0.0,0,10.0,0.5,52.25,0.0,0.02,2.7,0,1,0
4158,0.83,0.0,349.04,0.67,0.0,0.5,0.33,4,7.0,0.0,58.17,246.28,0.73,0.27,0,0,0
4159,0.55,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.25,0.0,99.71,0.02,23.21,1,0,0
4160,1.0,0.0,1166.76,1.0,0.0,1.0,0.0,0,12.0,0.75,97.23,0.0,0.02,7.0,0,0,0
4161,1.0,346.0,796.6,1.0,0.33,1.0,0.0,0,61.0,0.08,95.22,0.0,0.21,7.55,0,1,0
4162,1.0,691.66,0.0,0.33,0.33,0.0,0.25,4,4.0,0.0,57.64,82.69,0.54,5.29,0,0,1
4163,1.0,0.0,0.0,0.0,0.0,0.0,0.25,6,0.0,0.0,0.0,84.69,0.87,0.58,1,0,0
4164,1.0,146.0,360.0,1.0,0.17,1.0,0.0,0,14.0,0.08,42.17,0.0,0.02,3.58,0,1,0
4165,0.27,0.0,0.0,0.0,0.0,0.0,0.25,7,0.0,0.0,0.0,208.21,0.18,0.66,1,0,0
4166,1.0,0.0,0.0,0.0,0.0,0.0,0.17,4,0.0,0.0,0.0,95.29,0.86,0.39,1,0,0
4167,1.0,801.1,1592.79,1.0,0.83,1.0,0.25,3,80.0,0.83,199.49,178.81,0.03,25.21,0,1,0
4168,0.73,0.0,0.0,0.0,0.0,0.0,0.25,6,0.0,0.12,0.0,112.46,0.48,8.4,1,0,0
4169,1.0,720.6,0.0,1.0,1.0,0.0,0.08,1,12.0,0.0,60.05,1.58,0.0,137.18110000000036,0,0,1
4170,1.0,160.5,31.17,0.33,0.25,0.08,0.0,0,5.0,0.0,15.97,0.0,0.69,1.87,0,1,0
4171,0.73,0.0,0.0,0.0,0.0,0.0,0.09,1,0.0,0.0,0.0,40.66,0.05,2.07,1,0,0
4172,1.0,0.0,0.0,0.0,0.0,0.0,0.09,1,0.0,0.0,0.0,9.33,0.47,1.48,1,0,0
4173,0.36,65.0,121.32,0.17,0.08,0.08,0.0,0,4.0,0.0,15.53,0.0,0.03,0.51,0,1,0
4174,0.91,0.0,41.4,0.33,0.0,0.33,0.0,0,4.0,0.0,3.45,0.0,0.06,0.91,0,0,0
4175,1.0,81.84,0.0,0.08,0.08,0.0,0.67,12,5.0,0.0,6.82,130.91,0.89,0.5,0,0,1
4176,1.0,500.75,731.84,1.0,0.5,0.83,0.08,1,31.0,0.0,102.72,37.58,0.14,3.93,0,1,0
4177,0.27,0.0,303.24,0.25,0.0,0.17,0.0,0,3.0,0.0,25.27,0.0,0.01,4.36,0,0,0
4178,1.0,0.0,0.0,0.0,0.0,0.0,0.5,8,0.0,0.0,0.0,215.29,0.08,7.0,1,0,0
4179,1.0,959.22,86.54,0.89,0.67,0.56,0.56,9,21.0,0.0,116.2,164.28,0.49,0.83,0,1,0
4180,0.27,325.8,0.0,0.08,0.08,0.0,0.0,0,3.0,0.0,27.15,0.0,0.02,9.51,0,0,1
4181,0.8,2619.7,0.0,0.6,0.6,0.0,0.3,3,10.0,0.14,261.97,304.14,0.27,6.19,0,0,1
4182,0.55,91.63,283.0,0.5,0.08,0.5,0.0,0,11.0,1.0,31.22,0.0,0.02,4.56,0,1,0
4183,1.0,1884.04,0.0,0.42,0.42,0.0,0.08,1,10.0,0.22,157.0,8.71,0.08,13.68,0,0,1
4184,1.0,974.72,0.0,1.0,1.0,0.0,0.0,0,25.0,0.0,81.23,0.0,0.33,1.15,0,0,1
4185,1.0,0.0,550.95,0.83,0.0,0.75,0.0,0,16.0,0.4,45.91,0.0,0.02,3.45,0,0,0
4186,1.0,0.0,544.76,1.0,0.0,1.0,0.0,0,14.0,0.0,45.4,0.0,0.99,0.61,0,0,0
4187,1.0,138.54,232.2,0.92,0.17,0.67,0.42,15,11.0,0.0,30.9,59.2,0.87,2.51,0,1,0
4188,0.86,0.0,469.14,0.86,0.0,0.71,0.0,0,6.0,0.8,67.02,0.0,0.04,4.51,0,0,0
4189,0.36,1234.32,0.0,0.08,0.08,0.0,0.0,0,3.0,0.0,102.86,0.0,0.02,25.66,0,0,1
4190,0.91,0.0,827.4,1.0,0.0,1.0,0.0,0,12.0,0.08,68.95,0.0,0.0,21.89,0,0,0
4191,0.36,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,106.96,0.0,22.27,1,0,0
4192,1.0,238.97,83.36,0.25,0.08,0.17,0.0,0,3.0,0.0,26.86,0.0,0.03,2.99,0,1,0
4193,1.0,150.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,12.5,0.0,0.91,0.8,0,0,1
4194,1.0,99.5,0.0,0.17,0.17,0.0,0.33,8,3.0,0.0,8.29,267.96,0.64,0.74,0,0,1
4195,1.0,66.0,0.0,0.08,0.08,0.0,0.75,29,1.0,0.08,5.5,456.57,0.43,9.0,0,0,1
4196,1.0,1352.63,1104.9,1.0,0.57,0.86,0.57,16,35.0,0.0,351.08,869.74,0.7,0.63,0,1,0
4197,1.0,170.0,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,14.17,0.0,0.07,3.29,0,0,1
4198,1.0,0.0,92.07,0.27,0.0,0.18,0.27,3,3.0,0.0,8.37,7.41,0.95,0.82,0,0,0
4199,0.71,960.0,0.0,0.14,0.14,0.0,0.29,2,1.0,0.0,137.14,75.99,0.24,1.37,0,0,1
4200,1.0,537.36,0.0,1.0,1.0,0.0,0.08,3,12.0,0.92,44.78,52.15,0.06,6.12,0,0,1
4201,0.55,0.0,86.4,0.33,0.0,0.33,0.0,0,4.0,0.0,7.2,0.0,0.01,1.5,0,0,0
4202,1.0,0.0,1117.35,1.0,0.0,1.0,0.0,0,16.0,1.0,93.11,0.0,0.02,5.78,0,0,0
4203,1.0,0.0,0.0,0.0,0.0,0.0,0.33,11,0.0,0.0,0.0,50.21,0.9,0.8,1,0,0
4204,1.0,1916.68,1439.05,1.0,0.75,1.0,0.25,4,61.0,0.09,279.64,73.96,0.32,3.21,0,1,0
4205,1.0,133.9,0.0,0.17,0.17,0.0,0.25,3,3.0,0.0,11.16,22.44,0.93,1.33,0,0,1
4206,1.0,5896.76,3855.14,1.0,1.0,0.92,0.0,0,115.0,0.67,758.6519000000003,0.0,0.2,40.73,0,1,0
4207,1.0,201.18,0.0,1.0,1.0,0.0,0.0,0,12.0,0.36,16.76,0.0,0.01,1.38,0,0,1
4208,0.91,0.0,805.25,1.0,0.0,1.0,0.0,0,24.0,0.9,67.1,0.0,0.01,5.34,0,0,0
4209,1.0,128.32,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,10.69,0.0,0.09,0.81,0,0,1
4210,1.0,0.0,475.36,0.83,0.0,0.83,0.42,6,13.0,0.0,39.61,136.17,0.43,1.9,0,0,0
4211,1.0,251.05,725.93,0.83,0.67,0.83,0.0,0,18.0,0.0,81.42,0.0,0.08,3.13,0,1,0
4212,1.0,2311.83,0.0,0.92,0.92,0.0,0.0,0,12.0,0.0,192.65,0.0,0.81,1.55,0,0,1
4213,0.91,2003.99,288.42,0.92,0.92,0.92,0.08,1,36.0,0.0,191.03,8.03,0.0,57.61,0,1,0
4214,0.89,80.99,0.0,0.11,0.11,0.0,0.33,3,1.0,0.2,9.0,318.57,0.26,25.77,0,0,1
4215,1.0,0.0,0.0,0.0,0.0,0.0,0.42,11,0.0,0.0,0.0,287.49,0.93,1.03,1,0,0
4216,1.0,1732.87,1777.55,0.92,0.42,0.75,0.0,0,37.0,0.55,292.54,0.0,0.04,20.55,0,1,0
4217,1.0,239.45,35.0,0.25,0.25,0.08,0.25,4,6.0,0.0,22.87,74.12,0.5,1.41,0,1,0
4218,1.0,639.15,0.0,0.42,0.42,0.0,0.33,5,11.0,0.0,53.26,36.97,0.36,4.05,0,0,1
4219,0.88,0.0,0.0,0.0,0.0,0.0,0.5,16,0.0,0.0,0.0,150.29,0.79,0.58,1,0,0
4220,0.27,6689.898200000005,0.0,0.17,0.17,0.0,0.0,0,3.0,0.0,758.6519000000003,0.0,0.07,44.12,0,0,1
4221,0.64,672.0,1085.91,0.58,0.17,0.42,0.17,5,8.0,0.0,146.49,84.14,0.52,1.63,0,1,0
4222,0.55,0.0,68.02,0.5,0.0,0.5,0.0,0,6.0,0.5,5.67,0.0,0.0,1.29,0,0,0
4223,1.0,0.0,0.0,0.0,0.0,0.0,0.33,9,0.0,0.0,0.0,185.93,0.92,0.64,1,0,0
4224,1.0,0.0,431.28,1.0,0.0,0.88,0.0,0,8.0,0.33,53.91,0.0,0.08,3.16,0,0,0
4225,1.0,210.64,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,17.55,0.0,0.06,1.67,0,0,1
4226,1.0,212.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.08,17.67,0.0,0.03,12.66,0,0,1
4227,1.0,129.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,10.75,0.0,0.05,1.42,0,0,1
4228,1.0,229.94,0.0,0.25,0.25,0.0,0.58,10,4.0,0.0,19.16,75.1,0.8,1.99,0,0,1
4229,0.82,370.5,2165.77,0.83,0.08,0.75,0.0,0,17.0,0.67,211.36,0.0,0.04,14.88,0,1,0
4230,1.0,220.4,0.0,0.08,0.08,0.0,0.67,11,1.0,0.0,18.37,189.57,0.83,1.06,0,0,1
4231,0.36,129.16,0.0,0.17,0.17,0.0,0.0,0,2.0,1.0,10.76,0.0,0.0,2.77,0,0,1
4232,1.0,2945.5,1892.38,1.0,0.33,0.92,0.08,1,36.0,0.0,403.16,24.09,0.55,1.32,0,1,0
4233,1.0,240.0,0.0,0.17,0.17,0.0,0.0,0,9.0,0.0,20.0,0.0,0.93,0.36,0,0,1
4234,1.0,0.0,247.5,0.17,0.0,0.17,0.0,0,3.0,0.0,20.62,0.0,0.05,1.14,0,0,0
4235,1.0,2974.0,1652.36,1.0,0.83,1.0,0.17,2,67.0,1.0,385.53,25.44,0.12,25.73,0,1,0
4236,1.0,0.0,0.0,0.0,0.0,0.0,0.58,11,0.0,0.0,0.0,52.94,0.85,1.55,1,0,0
4237,1.0,0.0,0.0,0.0,0.0,0.0,0.33,2,0.0,0.0,0.0,22.54,0.84,1.27,1,0,0
4238,1.0,182.64,0.0,0.33,0.33,0.0,0.08,1,4.0,0.0,15.22,9.13,0.74,0.88,0,0,1
4239,1.0,78.81,43.12,0.7,0.2,0.6,0.8,21,9.0,0.0,12.19,339.9,0.5,0.91,0,1,0
4240,0.91,1744.63,977.71,0.75,0.75,0.58,0.0,0,32.0,0.78,226.86,0.0,0.21,12.91,0,1,0
4241,1.0,0.0,0.0,0.0,0.0,0.0,0.25,16,0.0,0.0,0.0,284.29,0.56,0.58,1,0,0
4242,1.0,27.89,0.0,0.08,0.08,0.0,0.08,1,2.0,0.0,2.32,4.0,0.93,0.85,0,0,1
4243,1.0,79.41,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,6.62,0.0,0.15,3.29,0,0,1
4244,1.0,0.0,504.0,1.0,0.0,1.0,0.0,0,12.0,0.0,42.0,0.0,1.05,0.9,0,0,0
4245,1.0,1076.16,235.64,0.75,0.5,0.42,0.0,0,30.0,0.0,109.32,0.0,0.73,0.59,0,1,0
4246,0.45,608.8,0.0,0.33,0.33,0.0,0.0,0,6.0,1.0,50.73,0.0,0.01,11.43,0,0,1
4247,0.7,448.0,340.08,0.8,0.2,0.5,0.0,0,10.0,0.56,78.81,0.0,0.0,8.05,0,1,0
4248,1.0,540.36,410.03,0.83,0.42,0.33,0.17,2,16.0,0.0,79.2,28.36,0.14,2.16,0,1,0
4249,1.0,0.0,0.0,0.0,0.0,0.0,0.33,21,0.0,0.0,0.0,291.69,0.67,1.33,1,0,0
4250,1.0,85.0,134.4,0.67,0.08,0.67,0.0,0,9.0,0.0,18.28,0.0,0.93,0.79,0,1,0
4251,0.45,1310.31,0.0,0.08,0.08,0.0,0.08,5,1.0,0.0,109.19,125.17,0.33,0.22,0,0,1
4252,1.0,0.0,0.0,0.0,0.0,0.0,0.08,6,0.0,0.0,0.0,271.02,0.9,1.03,1,0,0
4253,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,31.18,0.83,1.04,1,0,0
4254,0.55,240.25,0.0,0.5,0.5,0.0,0.0,0,8.0,1.0,20.02,0.0,0.0,4.27,0,0,1
4255,0.45,69.5,0.0,0.08,0.08,0.0,0.0,0,1.0,0.1,5.79,0.0,0.03,1.57,0,0,1
4256,1.0,561.25,0.0,0.5,0.5,0.0,0.67,12,6.0,0.0,46.77,165.98,0.38,0.62,0,0,1
4257,1.0,914.19,925.5,0.58,0.42,0.42,0.0,0,35.0,0.0,153.31,0.0,0.37,0.79,0,1,0
4258,0.64,137.9,366.18,0.58,0.08,0.5,0.0,0,11.0,0.4,42.01,0.0,0.0,5.89,0,1,0
4259,0.82,0.0,1105.0,0.75,0.0,0.67,0.0,0,14.0,0.64,92.08,0.0,0.05,9.21,0,0,0
4260,0.91,6398.73,0.0,0.58,0.58,0.0,0.08,1,18.0,1.0,533.23,22.61,0.06,40.62,0,0,1
4261,0.45,0.0,178.15,0.25,0.0,0.25,0.0,0,3.0,0.18,14.85,0.0,0.0,2.56,0,0,0
4262,1.0,0.0,424.5,0.25,0.0,0.25,0.0,0,3.0,0.0,35.38,0.0,0.12,0.49,0,0,0
4263,1.0,0.0,0.0,0.0,0.0,0.0,0.5,10,0.0,0.1,0.0,888.63,0.58,8.36,1,0,0
4264,1.0,1182.2,1648.28,1.0,0.08,1.0,0.17,3,37.0,0.17,235.87,141.93,0.39,8.43,0,1,0
4265,1.0,0.0,147.96,0.33,0.0,0.33,0.0,0,8.0,0.0,12.33,0.0,0.91,0.78,0,0,0
4266,1.0,2940.9,761.89,1.0,1.0,1.0,0.17,2,35.0,0.17,308.57,16.87,0.12,22.69,0,1,0
4267,0.73,84.0,182.56,0.67,0.08,0.58,0.0,0,9.0,0.86,22.21,0.0,0.0,1.98,0,1,0
4268,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,24.49,0.01,3.91,1,0,0
4269,1.0,834.8,846.3,0.92,0.5,0.83,0.0,0,20.0,0.18,140.09,0.0,0.18,4.86,0,1,0
4270,1.0,210.62,0.0,0.17,0.17,0.0,0.0,0,3.0,0.0,17.55,0.0,0.93,1.59,0,0,1
4271,1.0,408.01,0.0,1.0,1.0,0.0,0.0,0,12.0,0.91,34.0,0.0,0.0,5.86,0,0,1
4272,1.0,1338.72,0.0,1.0,1.0,0.0,0.0,0,13.0,0.0,111.56,0.0,0.6,1.36,0,0,1
4273,1.0,1119.56,0.0,0.33,0.33,0.0,0.42,9,13.0,0.0,93.3,465.24,0.28,14.75,0,0,1
4274,1.0,0.0,0.0,0.0,0.0,0.0,0.58,13,0.0,0.0,0.0,107.43,0.41,1.86,1,0,0
4275,0.45,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.2,0.0,82.65,0.26,17.05,1,0,0
4276,1.0,1131.42,3661.93,1.0,0.08,1.0,0.0,0,68.0,0.0,399.45,0.0,0.74,0.14,0,1,0
4277,0.82,0.0,171.6,1.0,0.0,1.0,0.0,0,12.0,0.45,14.3,0.0,0.0,2.05,0,0,0
4278,0.64,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.08,0.0,83.25,0.24,1.3,1,0,0
4279,0.91,0.0,0.0,0.0,0.0,0.0,0.08,4,0.0,0.11,0.0,144.09,0.54,5.99,1,0,0
4280,1.0,0.0,906.5,1.0,0.0,0.92,0.0,0,12.0,0.92,75.54,0.0,0.01,5.1,0,0,0
4281,0.18,37.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,3.08,0.0,0.0,2.59,0,0,1
4282,1.0,6689.898200000005,3886.2405000000003,1.0,1.0,1.0,0.0,0,95.0,1.0,758.6519000000003,0.0,0.2,41.4,0,1,0
4283,1.0,0.0,1823.56,1.0,0.0,1.0,0.08,2,20.0,0.0,151.96,36.26,1.06,0.05,0,0,0
4284,1.0,1193.06,421.21,0.92,0.92,0.75,0.08,1,56.0,0.0,134.52,49.0,0.63,1.06,0,1,0
4285,1.0,2098.97,1097.25,1.0,0.83,0.92,0.0,0,44.0,0.17,266.35,0.0,0.13,12.3,0,1,0
4286,1.0,0.0,0.0,0.0,0.0,0.0,0.17,3,0.0,0.08,0.0,87.22,0.29,9.49,1,0,0
4287,1.0,2495.0,152.9,0.83,0.75,0.17,0.0,0,17.0,0.0,220.66,0.0,0.27,8.67,0,1,0
4288,1.0,361.0,762.59,1.0,0.17,1.0,0.0,0,41.0,0.0,93.63,0.0,0.29,1.28,0,1,0
4289,1.0,0.0,1294.97,1.0,0.0,0.92,0.25,3,16.0,0.17,107.91,25.6,0.09,6.61,0,0,0
4290,1.0,785.05,166.0,0.5,0.5,0.08,0.0,0,8.0,0.0,79.25,0.0,0.25,3.04,0,1,0
4291,1.0,449.1,2697.15,1.0,0.33,1.0,0.0,0,93.0,0.0,262.19,0.0,0.17,13.76,0,1,0
4292,1.0,55.0,116.65,0.42,0.08,0.33,0.0,0,6.0,0.0,14.3,0.0,0.87,0.67,0,1,0
4293,1.0,0.0,147.82,0.25,0.0,0.25,0.08,1,3.0,0.0,12.32,65.35,0.88,0.95,0,0,0
4294,0.82,139.7,53.22,0.17,0.08,0.08,0.0,0,2.0,0.09,16.08,0.0,0.01,9.04,0,1,0
4295,1.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0.0,0.0,0.0,115.65,0.76,0.61,1,0,0
4296,1.0,6689.898200000005,0.0,0.75,0.75,0.0,0.0,0,17.0,0.0,684.86,0.0,0.48,2.48,0,0,1
4297,1.0,1203.18,1188.26,1.0,0.67,1.0,0.08,1,32.0,0.33,199.29,4.12,0.05,12.04,0,1,0
4298,0.91,177.35,0.0,0.09,0.09,0.0,0.0,0,1.0,0.0,16.12,0.0,0.71,1.03,0,0,1
4299,1.0,4640.84,3886.2405000000003,1.0,0.67,1.0,0.08,1,94.0,0.0,715.11,18.79,0.48,1.39,0,1,0
4300,1.0,0.0,270.0,1.0,0.0,0.92,0.0,0,12.0,0.0,22.5,0.0,0.07,1.76,0,0,0
4301,1.0,509.95,85.0,0.33,0.25,0.08,0.42,10,5.0,0.33,49.58,690.65,0.25,26.15,0,1,0
4302,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,54.34,0.25,0.99,1,0,0
4303,1.0,43.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,3.58,0.0,0.85,1.04,0,0,1
4304,1.0,806.07,189.0,0.67,0.17,0.5,0.25,4,11.0,0.0,82.92,46.25,0.74,1.07,0,1,0
4305,0.5,0.0,0.0,0.0,0.0,0.0,0.25,4,0.0,0.14,0.0,176.13,0.35,23.96,1,0,0
4306,0.1,2190.0,0.0,0.1,0.1,0.0,0.0,0,1.0,0.0,219.0,0.0,0.05,2.39,0,0,1
4307,1.0,0.0,393.87,0.25,0.0,0.25,0.0,0,8.0,0.0,32.82,0.0,0.98,0.58,0,0,0
4308,0.18,75.0,0.0,0.08,0.08,0.0,0.0,0,2.0,0.0,6.25,0.0,0.0,2.22,0,0,1
4309,0.27,494.6,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,41.22,0.0,0.01,23.85,0,0,1
4310,0.73,851.38,0.0,0.42,0.42,0.0,0.0,0,6.0,0.25,70.95,0.0,0.01,13.57,0,0,1
4311,0.73,81.0,195.0,0.25,0.08,0.08,0.0,0,3.0,0.14,23.0,0.0,0.13,9.94,0,1,0
4312,1.0,0.0,0.0,0.0,0.0,0.0,0.33,7,0.0,0.0,0.0,164.29,0.96,0.7,1,0,0
4313,0.89,1179.8,1077.48,0.44,0.33,0.22,0.22,2,19.0,0.0,250.81,31.32,0.35,5.04,0,1,0
4314,1.0,0.0,0.0,0.0,0.0,0.0,0.33,11,0.0,0.0,0.0,263.66,0.39,0.82,1,0,0
4315,1.0,450.0,0.0,0.5,0.5,0.0,0.0,0,6.0,0.25,37.5,0.0,0.01,2.18,0,0,1
4316,1.0,0.0,0.0,0.0,0.0,0.0,0.4,6,0.0,0.0,0.0,896.2334000000003,0.36,3.21,1,0,0
4317,1.0,0.0,1501.08,0.25,0.0,0.17,0.33,6,5.0,0.0,125.09,394.24,0.69,0.71,0,0,0
4318,0.82,0.0,0.0,0.0,0.0,0.0,0.08,2,0.0,0.0,0.0,218.16,0.76,0.93,1,0,0
4319,1.0,64.2,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,5.35,0.0,0.87,0.68,0,0,1
4320,0.64,284.11,0.0,0.17,0.17,0.0,0.17,2,2.0,0.18,23.68,71.26,0.24,6.65,0,0,1
4321,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,13.28,0.76,5.96,1,0,0
4322,1.0,28.0,225.0,0.83,0.08,0.75,0.33,8,11.0,0.0,21.08,218.56,0.86,0.39,0,1,0
4323,0.82,497.8,214.0,0.67,0.17,0.42,0.0,0,10.0,0.11,59.32,0.0,0.03,13.67,0,1,0
4324,0.91,0.0,1400.0,0.83,0.0,0.75,0.0,0,10.0,0.73,116.67,0.0,0.01,9.41,0,0,0
4325,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,4.56,0.89,1.13,1,0,0
4326,1.0,6454.25,39.0,1.0,1.0,0.08,0.0,0,38.0,0.75,541.1,0.0,0.23,26.06,0,1,0
4327,0.55,311.55,0.0,0.17,0.17,0.0,0.0,0,5.0,0.0,25.96,0.0,0.05,6.05,0,0,1
4328,0.73,0.0,372.36,0.42,0.0,0.42,0.17,3,5.0,0.0,31.03,137.97,0.21,1.33,0,0,0
4329,1.0,150.32,374.38,1.0,0.25,0.75,0.08,1,15.0,0.25,43.72,97.38,0.39,12.3,0,1,0
4330,0.73,0.0,0.0,0.0,0.0,0.0,0.42,11,0.0,0.6,0.0,271.22,0.09,25.23,1,0,0
4331,1.0,0.0,175.4,0.42,0.0,0.42,0.17,2,5.0,0.18,14.62,151.37,0.5,12.52,0,0,0
